"Bevolking; geslacht, leeftijd, burgerlijke staat en regio, 1 januari"
"";"";"Onderwerpen";"Bevolking naar geslacht";"Bevolking naar geslacht";"Bevolking naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: gescheiden naar geslacht";"Bevolking: gescheiden naar geslacht";"Bevolking: gescheiden naar geslacht";"Regionale coderingen"
"";"";"Onderwerpen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Gemeente"
"Regio's";"Perioden";"Leeftijd";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"code"
"Hardenberg";"2006";"30 tot 35 jaar";"3693";"1889";"1804";"1371";"863";"508";"2236";"997";"1239";"5";"-";"5";"81";"29";"52";"0160"
"Hardenberg";"2006";"35 tot 40 jaar";"4537";"2376";"2161";"1040";"687";"353";"3308";"1605";"1703";"13";"4";"9";"176";"80";"96";"0160"
"Hardenberg";"2006";"40 tot 45 jaar";"4603";"2352";"2251";"713";"481";"232";"3592";"1742";"1850";"22";"4";"18";"276";"125";"151";"0160"
"Hardenberg";"2006";"45 tot 50 jaar";"4247";"2205";"2042";"463";"314";"149";"3428";"1731";"1697";"50";"14";"36";"306";"146";"160";"0160"
"Hardenberg";"2006";"50 tot 55 jaar";"3806";"2006";"1800";"295";"204";"91";"3163";"1636";"1527";"84";"22";"62";"264";"144";"120";"0160"
"Hardenberg";"2006";"55 tot 60 jaar";"3717";"1917";"1800";"217";"145";"72";"3129";"1619";"1510";"144";"42";"102";"227";"111";"116";"0160"
"Hardenberg";"2006";"60 tot 65 jaar";"2806";"1433";"1373";"122";"87";"35";"2320";"1226";"1094";"216";"51";"165";"148";"69";"79";"0160"
"Hardenberg";"2006";"65 tot 70 jaar";"2465";"1170";"1295";"101";"69";"32";"1922";"976";"946";"339";"70";"269";"103";"55";"48";"0160"
"Hardenberg";"2006";"70 tot 75 jaar";"2154";"1019";"1135";"104";"61";"43";"1525";"859";"666";"467";"75";"392";"58";"24";"34";"0160"
"Hardenberg";"2006";"75 tot 80 jaar";"1648";"701";"947";"73";"37";"36";"923";"537";"386";"617";"107";"510";"35";"20";"15";"0160"
"Hardenberg";"2006";"80 tot 85 jaar";"1048";"367";"681";"50";"19";"31";"426";"253";"173";"554";"92";"462";"18";"3";"15";"0160"
"Hardenberg";"2006";"85 tot 90 jaar";"480";"134";"346";"21";"3";"18";"105";"71";"34";"345";"57";"288";"9";"3";"6";"0160"
"Hardenberg";"2006";"90 tot 95 jaar";"178";"51";"127";"6";"2";"4";"22";"15";"7";"149";"34";"115";"1";"-";"1";"0160"
"Hardenberg";"2006";"95 jaar of ouder";"34";"3";"31";"3";"1";"2";"2";"1";"1";"28";"1";"27";"1";"-";"1";"0160"
"Harderwijk";"2006";"Totaal leeftijden";"41388";"20396";"20992";"18257";"9677";"8580";"18812";"9406";"9406";"2081";"420";"1661";"2238";"893";"1345";"0243"
"Harderwijk";"2006";"Jonger dan 5 jaar";"2745";"1385";"1360";"2745";"1385";"1360";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0243"
"Harderwijk";"2006";"5 tot 10 jaar";"2773";"1441";"1332";"2773";"1441";"1332";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0243"
"Harderwijk";"2006";"10 tot 15 jaar";"2629";"1332";"1297";"2629";"1332";"1297";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0243"
"Harderwijk";"2006";"15 tot 20 jaar";"2782";"1522";"1260";"2780";"1522";"1258";"2";"-";"2";"-";"-";"-";"-";"-";"-";"0243"
"Harderwijk";"2006";"20 tot 25 jaar";"2425";"1246";"1179";"2161";"1180";"981";"253";"66";"187";"2";"-";"2";"9";"-";"9";"0243"
"Harderwijk";"2006";"25 tot 30 jaar";"2658";"1314";"1344";"1656";"923";"733";"957";"380";"577";"3";"-";"3";"42";"11";"31";"0243"
"Harderwijk";"2006";"30 tot 35 jaar";"2967";"1452";"1515";"1124";"641";"483";"1710";"764";"946";"2";"-";"2";"131";"47";"84";"0243"
"Harderwijk";"2006";"35 tot 40 jaar";"3264";"1646";"1618";"784";"469";"315";"2221";"1081";"1140";"9";"-";"9";"250";"96";"154";"0243"
"Harderwijk";"2006";"40 tot 45 jaar";"3258";"1660";"1598";"529";"295";"234";"2377";"1215";"1162";"25";"6";"19";"327";"144";"183";"0243"
"Harderwijk";"2006";"45 tot 50 jaar";"2994";"1486";"1508";"370";"206";"164";"2237";"1115";"1122";"40";"9";"31";"347";"156";"191";"0243"
"Harderwijk";"2006";"50 tot 55 jaar";"2843";"1391";"1452";"238";"120";"118";"2181";"1097";"1084";"70";"16";"54";"354";"158";"196";"0243"
"Harderwijk";"2006";"55 tot 60 jaar";"2663";"1304";"1359";"133";"60";"73";"2136";"1113";"1023";"112";"23";"89";"282";"108";"174";"0243"
"Harderwijk";"2006";"60 tot 65 jaar";"1956";"940";"1016";"101";"38";"63";"1549";"803";"746";"133";"30";"103";"173";"69";"104";"0243"
"Harderwijk";"2006";"65 tot 70 jaar";"1580";"746";"834";"54";"18";"36";"1178";"636";"542";"229";"47";"182";"119";"45";"74";"0243"
"Harderwijk";"2006";"70 tot 75 jaar";"1374";"622";"752";"66";"28";"38";"905";"495";"410";"303";"67";"236";"100";"32";"68";"0243"
"Harderwijk";"2006";"75 tot 80 jaar";"1114";"467";"647";"42";"12";"30";"637";"354";"283";"379";"86";"293";"56";"15";"41";"0243"
"Harderwijk";"2006";"80 tot 85 jaar";"790";"286";"504";"36";"6";"30";"330";"200";"130";"397";"72";"325";"27";"8";"19";"0243"
"Harderwijk";"2006";"85 tot 90 jaar";"419";"117";"302";"25";"-";"25";"122";"74";"48";"253";"39";"214";"19";"4";"15";"0243"
"Harderwijk";"2006";"90 tot 95 jaar";"126";"32";"94";"6";"1";"5";"14";"10";"4";"104";"21";"83";"2";"-";"2";"0243"
"Harderwijk";"2006";"95 jaar of ouder";"28";"7";"21";"5";"-";"5";"3";"3";"-";"20";"4";"16";"-";"-";"-";"0243"
"Hardinxveld-Giessendam";"2006";"Totaal leeftijden";"17775";"8780";"8995";"7457";"3971";"3486";"8927";"4462";"4465";"935";"155";"780";"456";"192";"264";"0523"
"Hardinxveld-Giessendam";"2006";"Jonger dan 5 jaar";"1229";"644";"585";"1229";"644";"585";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0523"
"Hardinxveld-Giessendam";"2006";"5 tot 10 jaar";"1268";"649";"619";"1268";"649";"619";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0523"
"Hardinxveld-Giessendam";"2006";"10 tot 15 jaar";"1326";"691";"635";"1326";"691";"635";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0523"
"Hardinxveld-Giessendam";"2006";"15 tot 20 jaar";"1263";"637";"626";"1261";"637";"624";"2";"-";"2";"-";"-";"-";"-";"-";"-";"0523"
"Hardinxveld-Giessendam";"2006";"20 tot 25 jaar";"1064";"543";"521";"888";"491";"397";"176";"52";"124";"-";"-";"-";"-";"-";"-";"0523"
"Hardinxveld-Giessendam";"2006";"25 tot 30 jaar";"1063";"532";"531";"514";"305";"209";"544";"226";"318";"-";"-";"-";"5";"1";"4";"0523"
"Hardinxveld-Giessendam";"2006";"30 tot 35 jaar";"1203";"591";"612";"306";"184";"122";"861";"396";"465";"-";"-";"-";"36";"11";"25";"0523"
"Hardinxveld-Giessendam";"2006";"35 tot 40 jaar";"1331";"672";"659";"217";"139";"78";"1046";"505";"541";"3";"1";"2";"65";"27";"38";"0523"
"Hardinxveld-Giessendam";"2006";"40 tot 45 jaar";"1338";"688";"650";"125";"76";"49";"1124";"563";"561";"13";"8";"5";"76";"41";"35";"0523"
"Hardinxveld-Giessendam";"2006";"45 tot 50 jaar";"1122";"590";"532";"72";"42";"30";"976";"519";"457";"8";"2";"6";"66";"27";"39";"0523"
"Hardinxveld-Giessendam";"2006";"50 tot 55 jaar";"1065";"512";"553";"62";"34";"28";"936";"452";"484";"22";"6";"16";"45";"20";"25";"0523"
"Hardinxveld-Giessendam";"2006";"55 tot 60 jaar";"1207";"603";"604";"47";"21";"26";"1062";"549";"513";"42";"8";"34";"56";"25";"31";"0523"
"Hardinxveld-Giessendam";"2006";"60 tot 65 jaar";"819";"392";"427";"34";"15";"19";"699";"358";"341";"52";"10";"42";"34";"9";"25";"0523"
"Hardinxveld-Giessendam";"2006";"65 tot 70 jaar";"701";"331";"370";"31";"16";"15";"569";"287";"282";"76";"13";"63";"25";"15";"10";"0523"
"Hardinxveld-Giessendam";"2006";"70 tot 75 jaar";"620";"301";"319";"24";"12";"12";"442";"255";"187";"132";"23";"109";"22";"11";"11";"0523"
"Hardinxveld-Giessendam";"2006";"75 tot 80 jaar";"490";"193";"297";"18";"7";"11";"278";"162";"116";"178";"22";"156";"16";"2";"14";"0523"
"Hardinxveld-Giessendam";"2006";"80 tot 85 jaar";"361";"125";"236";"19";"4";"15";"148";"89";"59";"186";"30";"156";"8";"2";"6";"0523"
"Hardinxveld-Giessendam";"2006";"85 tot 90 jaar";"213";"64";"149";"7";"2";"5";"53";"40";"13";"152";"22";"130";"1";"-";"1";"0523"
"Hardinxveld-Giessendam";"2006";"90 tot 95 jaar";"76";"16";"60";"7";"1";"6";"10";"8";"2";"58";"6";"52";"1";"1";"-";"0523"
"Hardinxveld-Giessendam";"2006";"95 jaar of ouder";"16";"6";"10";"2";"1";"1";"1";"1";"-";"13";"4";"9";"-";"-";"-";"0523"
"Haren";"2006";"Totaal leeftijden";"19107";"9039";"10068";"7672";"3893";"3779";"8928";"4464";"4464";"1486";"286";"1200";"1021";"396";"625";"0017"
"Haren";"2006";"Jonger dan 5 jaar";"981";"498";"483";"981";"498";"483";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0017"
"Haren";"2006";"5 tot 10 jaar";"1215";"609";"606";"1215";"609";"606";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0017"
"Haren";"2006";"10 tot 15 jaar";"1317";"628";"689";"1317";"628";"689";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0017"
"Haren";"2006";"15 tot 20 jaar";"1146";"609";"537";"1145";"608";"537";"1";"1";"-";"-";"-";"-";"-";"-";"-";"0017"
"Haren";"2006";"20 tot 25 jaar";"546";"306";"240";"528";"303";"225";"17";"3";"14";"-";"-";"-";"1";"-";"1";"0017"
"Haren";"2006";"25 tot 30 jaar";"594";"305";"289";"460";"260";"200";"127";"42";"85";"1";"-";"1";"6";"3";"3";"0017"
"Haren";"2006";"30 tot 35 jaar";"815";"396";"419";"413";"224";"189";"381";"163";"218";"1";"-";"1";"20";"9";"11";"0017"
"Haren";"2006";"35 tot 40 jaar";"1216";"566";"650";"467";"237";"230";"680";"307";"373";"8";"1";"7";"61";"21";"40";"0017"
"Haren";"2006";"40 tot 45 jaar";"1386";"654";"732";"309";"183";"126";"979";"438";"541";"7";"2";"5";"91";"31";"60";"0017"
"Haren";"2006";"45 tot 50 jaar";"1412";"677";"735";"241";"113";"128";"1047";"516";"531";"10";"-";"10";"114";"48";"66";"0017"
"Haren";"2006";"50 tot 55 jaar";"1388";"707";"681";"171";"87";"84";"1018";"544";"474";"27";"6";"21";"172";"70";"102";"0017"
"Haren";"2006";"55 tot 60 jaar";"1516";"724";"792";"119";"57";"62";"1180";"580";"600";"41";"13";"28";"176";"74";"102";"0017"
"Haren";"2006";"60 tot 65 jaar";"1279";"588";"691";"69";"29";"40";"1005";"495";"510";"72";"16";"56";"133";"48";"85";"0017"
"Haren";"2006";"65 tot 70 jaar";"1095";"530";"565";"53";"23";"30";"836";"443";"393";"115";"28";"87";"91";"36";"55";"0017"
"Haren";"2006";"70 tot 75 jaar";"933";"425";"508";"59";"11";"48";"662";"365";"297";"151";"27";"124";"61";"22";"39";"0017"
"Haren";"2006";"75 tot 80 jaar";"849";"352";"497";"37";"9";"28";"518";"277";"241";"245";"43";"202";"49";"23";"26";"0017"
"Haren";"2006";"80 tot 85 jaar";"782";"290";"492";"40";"10";"30";"344";"203";"141";"371";"70";"301";"27";"7";"20";"0017"
"Haren";"2006";"85 tot 90 jaar";"435";"123";"312";"30";"1";"29";"113";"69";"44";"274";"49";"225";"18";"4";"14";"0017"
"Haren";"2006";"90 tot 95 jaar";"164";"47";"117";"14";"3";"11";"19";"17";"2";"130";"27";"103";"1";"-";"1";"0017"
"Haren";"2006";"95 jaar of ouder";"38";"5";"33";"4";"-";"4";"1";"1";"-";"33";"4";"29";"-";"-";"-";"0017"
"Harenkarspel";"2006";"Totaal leeftijden";"15754";"8035";"7719";"7455";"4095";"3360";"6996";"3505";"3491";"649";"144";"505";"654";"291";"363";"0395"
"Harenkarspel";"2006";"Jonger dan 5 jaar";"1078";"551";"527";"1078";"551";"527";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0395"
"Harenkarspel";"2006";"5 tot 10 jaar";"1153";"606";"547";"1153";"606";"547";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0395"
"Harenkarspel";"2006";"10 tot 15 jaar";"1104";"590";"514";"1104";"590";"514";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0395"
"Harenkarspel";"2006";"15 tot 20 jaar";"967";"487";"480";"967";"487";"480";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0395"
"Harenkarspel";"2006";"20 tot 25 jaar";"775";"422";"353";"755";"419";"336";"20";"3";"17";"-";"-";"-";"-";"-";"-";"0395"
"Harenkarspel";"2006";"25 tot 30 jaar";"758";"389";"369";"623";"348";"275";"131";"39";"92";"1";"-";"1";"3";"2";"1";"0395"
"Harenkarspel";"2006";"30 tot 35 jaar";"1079";"528";"551";"563";"335";"228";"491";"187";"304";"1";"1";"-";"24";"5";"19";"0395"
"Harenkarspel";"2006";"35 tot 40 jaar";"1247";"663";"584";"418";"257";"161";"762";"376";"386";"1";"1";"-";"66";"29";"37";"0395"
"Harenkarspel";"2006";"40 tot 45 jaar";"1236";"610";"626";"269";"166";"103";"868";"398";"470";"9";"2";"7";"90";"44";"46";"0395"
"Harenkarspel";"2006";"45 tot 50 jaar";"1259";"626";"633";"186";"112";"74";"955";"465";"490";"12";"3";"9";"106";"46";"60";"0395"
"Harenkarspel";"2006";"50 tot 55 jaar";"1150";"594";"556";"99";"68";"31";"930";"480";"450";"26";"6";"20";"95";"40";"55";"0395"
"Harenkarspel";"2006";"55 tot 60 jaar";"1266";"638";"628";"59";"41";"18";"1040";"529";"511";"54";"20";"34";"113";"48";"65";"0395"
"Harenkarspel";"2006";"60 tot 65 jaar";"904";"473";"431";"47";"29";"18";"723";"394";"329";"62";"13";"49";"72";"37";"35";"0395"
"Harenkarspel";"2006";"65 tot 70 jaar";"588";"326";"262";"35";"27";"8";"453";"265";"188";"57";"17";"40";"43";"17";"26";"0395"
"Harenkarspel";"2006";"70 tot 75 jaar";"436";"223";"213";"39";"28";"11";"299";"169";"130";"75";"15";"60";"23";"11";"12";"0395"
"Harenkarspel";"2006";"75 tot 80 jaar";"351";"160";"191";"24";"14";"10";"200";"116";"84";"119";"26";"93";"8";"4";"4";"0395"
"Harenkarspel";"2006";"80 tot 85 jaar";"223";"93";"130";"27";"11";"16";"85";"60";"25";"103";"16";"87";"8";"6";"2";"0395"
"Harenkarspel";"2006";"85 tot 90 jaar";"129";"44";"85";"9";"6";"3";"32";"18";"14";"86";"18";"68";"2";"2";"-";"0395"
"Harenkarspel";"2006";"90 tot 95 jaar";"44";"12";"32";"-";"-";"-";"7";"6";"1";"36";"6";"30";"1";"-";"1";"0395"
"Harenkarspel";"2006";"95 jaar of ouder";"7";"-";"7";"-";"-";"-";"-";"-";"-";"7";"-";"7";"-";"-";"-";"0395"
"Harlingen";"2006";"Totaal leeftijden";"15642";"7828";"7814";"6882";"3807";"3075";"6720";"3369";"3351";"973";"205";"768";"1067";"447";"620";"0072"
"Harlingen";"2006";"Jonger dan 5 jaar";"875";"428";"447";"875";"428";"447";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0072"
"Harlingen";"2006";"5 tot 10 jaar";"886";"454";"432";"886";"454";"432";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0072"
"Harlingen";"2006";"10 tot 15 jaar";"1051";"558";"493";"1051";"558";"493";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0072"
"Harlingen";"2006";"15 tot 20 jaar";"972";"568";"404";"971";"568";"403";"1";"-";"1";"-";"-";"-";"-";"-";"-";"0072"
"Harlingen";"2006";"20 tot 25 jaar";"798";"415";"383";"767";"410";"357";"29";"5";"24";"-";"-";"-";"2";"-";"2";"0072"
"Harlingen";"2006";"25 tot 30 jaar";"758";"408";"350";"577";"344";"233";"173";"62";"111";"-";"-";"-";"8";"2";"6";"0072"
"Harlingen";"2006";"30 tot 35 jaar";"983";"488";"495";"511";"292";"219";"437";"183";"254";"4";"-";"4";"31";"13";"18";"0072"
"Harlingen";"2006";"35 tot 40 jaar";"1205";"623";"582";"430";"259";"171";"652";"320";"332";"1";"-";"1";"122";"44";"78";"0072"
"Harlingen";"2006";"40 tot 45 jaar";"1149";"575";"574";"281";"164";"117";"718";"342";"376";"9";"3";"6";"141";"66";"75";"0072"
"Harlingen";"2006";"45 tot 50 jaar";"1121";"554";"567";"181";"115";"66";"742";"356";"386";"19";"5";"14";"179";"78";"101";"0072"
"Harlingen";"2006";"50 tot 55 jaar";"1122";"555";"567";"100";"65";"35";"831";"423";"408";"36";"5";"31";"155";"62";"93";"0072"
"Harlingen";"2006";"55 tot 60 jaar";"1236";"610";"626";"92";"62";"30";"928";"459";"469";"47";"10";"37";"169";"79";"90";"0072"
"Harlingen";"2006";"60 tot 65 jaar";"1020";"511";"509";"44";"30";"14";"796";"413";"383";"79";"28";"51";"101";"40";"61";"0072"
"Harlingen";"2006";"65 tot 70 jaar";"726";"398";"328";"32";"26";"6";"555";"323";"232";"81";"20";"61";"58";"29";"29";"0072"
"Harlingen";"2006";"70 tot 75 jaar";"583";"264";"319";"27";"15";"12";"397";"211";"186";"120";"27";"93";"39";"11";"28";"0072"
"Harlingen";"2006";"75 tot 80 jaar";"461";"207";"254";"23";"11";"12";"248";"147";"101";"159";"37";"122";"31";"12";"19";"0072"
"Harlingen";"2006";"80 tot 85 jaar";"383";"126";"257";"19";"3";"16";"150";"83";"67";"196";"31";"165";"18";"9";"9";"0072"
"Harlingen";"2006";"85 tot 90 jaar";"206";"69";"137";"10";"3";"7";"56";"37";"19";"132";"28";"104";"8";"1";"7";"0072"
"Harlingen";"2006";"90 tot 95 jaar";"94";"16";"78";"4";"-";"4";"6";"4";"2";"79";"11";"68";"5";"1";"4";"0072"
"Harlingen";"2006";"95 jaar of ouder";"13";"1";"12";"1";"-";"1";"1";"1";"-";"11";"-";"11";"-";"-";"-";"0072"
"Hattem";"2006";"Totaal leeftijden";"11702";"5687";"6015";"4636";"2424";"2212";"5997";"2997";"3000";"709";"112";"597";"360";"154";"206";"0244"
"Hattem";"2006";"Jonger dan 5 jaar";"724";"374";"350";"724";"374";"350";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0244"
"Hattem";"2006";"5 tot 10 jaar";"758";"379";"379";"758";"379";"379";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0244"
"Hattem";"2006";"10 tot 15 jaar";"793";"402";"391";"793";"402";"391";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0244"
"Hattem";"2006";"15 tot 20 jaar";"733";"361";"372";"733";"361";"372";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0244"
"Hattem";"2006";"20 tot 25 jaar";"563";"272";"291";"497";"255";"242";"63";"16";"47";"-";"-";"-";"3";"1";"2";"0244"
"Hattem";"2006";"25 tot 30 jaar";"561";"280";"281";"323";"184";"139";"228";"92";"136";"1";"-";"1";"9";"4";"5";"0244"
"Hattem";"2006";"30 tot 35 jaar";"687";"336";"351";"216";"131";"85";"448";"198";"250";"2";"-";"2";"21";"7";"14";"0244"
"Hattem";"2006";"35 tot 40 jaar";"841";"422";"419";"186";"108";"78";"619";"299";"320";"1";"1";"-";"35";"14";"21";"0244"
"Hattem";"2006";"40 tot 45 jaar";"901";"469";"432";"128";"81";"47";"716";"358";"358";"3";"1";"2";"54";"29";"25";"0244"
"Hattem";"2006";"45 tot 50 jaar";"773";"393";"380";"88";"57";"31";"624";"311";"313";"8";"2";"6";"53";"23";"30";"0244"
"Hattem";"2006";"50 tot 55 jaar";"823";"400";"423";"65";"38";"27";"691";"334";"357";"17";"6";"11";"50";"22";"28";"0244"
"Hattem";"2006";"55 tot 60 jaar";"946";"462";"484";"38";"18";"20";"820";"417";"403";"28";"5";"23";"60";"22";"38";"0244"
"Hattem";"2006";"60 tot 65 jaar";"653";"313";"340";"23";"13";"10";"561";"282";"279";"39";"6";"33";"30";"12";"18";"0244"
"Hattem";"2006";"65 tot 70 jaar";"595";"298";"297";"21";"11";"10";"477";"262";"215";"74";"13";"61";"23";"12";"11";"0244"
"Hattem";"2006";"70 tot 75 jaar";"502";"226";"276";"11";"4";"7";"353";"196";"157";"126";"21";"105";"12";"5";"7";"0244"
"Hattem";"2006";"75 tot 80 jaar";"401";"164";"237";"15";"5";"10";"248";"140";"108";"132";"17";"115";"6";"2";"4";"0244"
"Hattem";"2006";"80 tot 85 jaar";"257";"80";"177";"7";"1";"6";"109";"61";"48";"140";"18";"122";"1";"-";"1";"0244"
"Hattem";"2006";"85 tot 90 jaar";"133";"45";"88";"8";"2";"6";"38";"29";"9";"85";"14";"71";"2";"-";"2";"0244"
"Hattem";"2006";"90 tot 95 jaar";"50";"11";"39";"2";"-";"2";"2";"2";"-";"45";"8";"37";"1";"1";"-";"0244"
"Hattem";"2006";"95 jaar of ouder";"8";"-";"8";"-";"-";"-";"-";"-";"-";"8";"-";"8";"-";"-";"-";"0244"
"Heel";"2006";"Totaal leeftijden";"8277";"4163";"4114";"3457";"1880";"1577";"3978";"1990";"1988";"448";"88";"360";"394";"205";"189";"1937"
"Heel";"2006";"Jonger dan 5 jaar";"387";"203";"184";"387";"203";"184";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1937"
"Heel";"2006";"5 tot 10 jaar";"465";"240";"225";"465";"240";"225";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1937"
"Heel";"2006";"10 tot 15 jaar";"446";"227";"219";"446";"227";"219";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1937"
"Heel";"2006";"15 tot 20 jaar";"465";"249";"216";"465";"249";"216";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1937"
"Heel";"2006";"20 tot 25 jaar";"359";"202";"157";"352";"202";"150";"7";"-";"7";"-";"-";"-";"-";"-";"-";"1937"
"Heel";"2006";"25 tot 30 jaar";"324";"171";"153";"259";"149";"110";"61";"20";"41";"-";"-";"-";"4";"2";"2";"1937"
"Heel";"2006";"30 tot 35 jaar";"401";"193";"208";"179";"107";"72";"212";"82";"130";"-";"-";"-";"10";"4";"6";"1937"
"Heel";"2006";"35 tot 40 jaar";"660";"330";"330";"186";"105";"81";"426";"206";"220";"3";"1";"2";"45";"18";"27";"1937"
"Heel";"2006";"40 tot 45 jaar";"655";"322";"333";"150";"97";"53";"446";"195";"251";"5";"-";"5";"54";"30";"24";"1937"
"Heel";"2006";"45 tot 50 jaar";"739";"389";"350";"110";"71";"39";"554";"285";"269";"7";"2";"5";"68";"31";"37";"1937"
"Heel";"2006";"50 tot 55 jaar";"736";"377";"359";"105";"63";"42";"541";"272";"269";"18";"7";"11";"72";"35";"37";"1937"
"Heel";"2006";"55 tot 60 jaar";"762";"381";"381";"89";"42";"47";"576";"291";"285";"36";"11";"25";"61";"37";"24";"1937"
"Heel";"2006";"60 tot 65 jaar";"582";"304";"278";"75";"45";"30";"443";"231";"212";"31";"7";"24";"33";"21";"12";"1937"
"Heel";"2006";"65 tot 70 jaar";"463";"244";"219";"69";"38";"31";"318";"177";"141";"55";"16";"39";"21";"13";"8";"1937"
"Heel";"2006";"70 tot 75 jaar";"348";"164";"184";"48";"23";"25";"216";"117";"99";"67";"14";"53";"17";"10";"7";"1937"
"Heel";"2006";"75 tot 80 jaar";"236";"101";"135";"35";"15";"20";"117";"73";"44";"78";"10";"68";"6";"3";"3";"1937"
"Heel";"2006";"80 tot 85 jaar";"153";"39";"114";"27";"4";"23";"43";"27";"16";"80";"7";"73";"3";"1";"2";"1937"
"Heel";"2006";"85 tot 90 jaar";"68";"21";"47";"8";"-";"8";"17";"13";"4";"43";"8";"35";"-";"-";"-";"1937"
"Heel";"2006";"90 tot 95 jaar";"23";"4";"19";"2";"-";"2";"1";"1";"-";"20";"3";"17";"-";"-";"-";"1937"
"Heel";"2006";"95 jaar of ouder";"5";"2";"3";"-";"-";"-";"-";"-";"-";"5";"2";"3";"-";"-";"-";"1937"
"Heemskerk";"2006";"Totaal leeftijden";"37423";"18304";"19119";"15996";"8432";"7564";"16870";"8419";"8451";"2129";"421";"1708";"2428";"1032";"1396";"0396"
"Heemskerk";"2006";"Jonger dan 5 jaar";"1990";"1058";"932";"1990";"1058";"932";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0396"
"Heemskerk";"2006";"5 tot 10 jaar";"2174";"1089";"1085";"2174";"1089";"1085";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0396"
"Heemskerk";"2006";"10 tot 15 jaar";"2635";"1330";"1305";"2635";"1330";"1305";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0396"
"Heemskerk";"2006";"15 tot 20 jaar";"2463";"1186";"1277";"2457";"1185";"1272";"6";"1";"5";"-";"-";"-";"-";"-";"-";"0396"
"Heemskerk";"2006";"20 tot 25 jaar";"2021";"1022";"999";"1905";"997";"908";"105";"25";"80";"1";"-";"1";"10";"-";"10";"0396"
"Heemskerk";"2006";"25 tot 30 jaar";"1795";"907";"888";"1337";"747";"590";"423";"151";"272";"2";"-";"2";"33";"9";"24";"0396"
"Heemskerk";"2006";"30 tot 35 jaar";"2044";"994";"1050";"955";"553";"402";"979";"410";"569";"2";"1";"1";"108";"30";"78";"0396"
"Heemskerk";"2006";"35 tot 40 jaar";"2731";"1307";"1424";"793";"458";"335";"1686";"764";"922";"7";"2";"5";"245";"83";"162";"0396"
"Heemskerk";"2006";"40 tot 45 jaar";"3200";"1581";"1619";"599";"360";"239";"2212";"1060";"1152";"14";"2";"12";"375";"159";"216";"0396"
"Heemskerk";"2006";"45 tot 50 jaar";"3083";"1563";"1520";"396";"257";"139";"2273";"1128";"1145";"41";"10";"31";"373";"168";"205";"0396"
"Heemskerk";"2006";"50 tot 55 jaar";"2486";"1289";"1197";"245";"156";"89";"1830";"952";"878";"61";"14";"47";"350";"167";"183";"0396"
"Heemskerk";"2006";"55 tot 60 jaar";"2550";"1286";"1264";"178";"113";"65";"1922";"990";"932";"113";"27";"86";"337";"156";"181";"0396"
"Heemskerk";"2006";"60 tot 65 jaar";"2009";"938";"1071";"83";"49";"34";"1570";"770";"800";"146";"26";"120";"210";"93";"117";"0396"
"Heemskerk";"2006";"65 tot 70 jaar";"1917";"932";"985";"58";"32";"26";"1447";"784";"663";"249";"44";"205";"163";"72";"91";"0396"
"Heemskerk";"2006";"70 tot 75 jaar";"1694";"765";"929";"71";"22";"49";"1153";"615";"538";"362";"82";"280";"108";"46";"62";"0396"
